fecha;pm25;pm10;co2;humedad;temperatura;t_terabee;presencia; 
09-11-2021 15:14:14;8.0;9.0;948.6846;44.452583;24.973297;10-11-2021 05:32:15;-1.0;
09-11-2021 15:14:14;8.0;9.0;948.6846;44.452583;24.973297;10-11-2021 05:33:15;-1.0;
09-11-2021 15:14:14;8.0;9.0;948.6846;44.452583;24.973297;10-11-2021 05:33:15;-1.0;
09-11-2021 15:14:14;8.0;9.0;948.6846;44.452583;24.973297;10-11-2021 05:34:15;-1.0;
09-11-2021 15:14:14;8.0;9.0;948.6846;44.452583;24.973297;10-11-2021 05:34:15;-1.0;
09-11-2021 15:14:14;8.0;9.0;948.6846;44.452583;24.973297;10-11-2021 05:35:15;-1.0;
09-11-2021 15:14:14;8.0;9.0;948.6846;44.452583;24.973297;10-11-2021 05:35:15;-1.0;
09-11-2021 15:14:14;8.0;9.0;948.6846;44.452583;24.973297;10-11-2021 05:36:15;-1.0;
09-11-2021 15:14:14;8.0;9.0;948.6846;44.452583;24.973297;10-11-2021 05:36:15;-1.0;
09-11-2021 15:14:14;8.0;9.0;948.6846;44.452583;24.973297;10-11-2021 05:37:15;-1.0;
09-11-2021 15:14:14;8.0;9.0;948.6846;44.452583;24.973297;10-11-2021 05:37:15;-1.0;
09-11-2021 15:14:14;8.0;9.0;948.6846;44.452583;24.973297;10-11-2021 05:38:15;-1.0;
09-11-2021 15:14:14;8.0;9.0;948.6846;44.452583;24.973297;10-11-2021 05:38:15;-1.0;
09-11-2021 15:14:14;8.0;9.0;948.6846;44.452583;24.973297;10-11-2021 05:39:15;-1.0;
09-11-2021 15:14:14;8.0;9.0;948.6846;44.452583;24.973297;10-11-2021 05:39:15;-1.0;
09-11-2021 15:14:14;8.0;9.0;948.6846;44.452583;24.973297;10-11-2021 05:40:15;-1.0;
09-11-2021 15:14:14;8.0;9.0;948.6846;44.452583;24.973297;10-11-2021 05:40:15;-1.0;
09-11-2021 15:14:14;8.0;9.0;948.6846;44.452583;24.973297;10-11-2021 05:41:15;-1.0;
09-11-2021 15:14:14;8.0;9.0;948.6846;44.452583;24.973297;10-11-2021 05:41:15;-1.0;
09-11-2021 15:14:14;8.0;9.0;948.6846;44.452583;24.973297;10-11-2021 05:42:15;-1.0;
09-11-2021 15:14:14;8.0;9.0;948.6846;44.452583;24.973297;10-11-2021 05:42:15;-1.0;
09-11-2021 15:14:14;8.0;9.0;948.6846;44.452583;24.973297;10-11-2021 05:43:15;-1.0;
