time;Temperature;Humidity;PM25;PM10;CO2;
2021-11-16 17:55:00;24.10;39.06;3.63;4.63;409.57;
2021-11-16 17:50:00;24.14;38.77;4.00;5.00;406.40;
2021-11-16 17:45:00;24.19;38.51;3.88;4.88;408.01;
2021-11-16 17:40:00;24.24;38.57;4.75;5.75;440.87;
2021-11-16 17:35:00;24.27;38.22;4.43;5.43;421.99;
2021-11-16 17:30:00;24.24;38.15;5.13;6.13;414.22;
2021-11-16 17:25:00;24.27;37.95;5.13;6.13;414.28;
2021-11-16 17:20:00;24.25;37.78;5.14;6.14;395.82;
2021-11-16 17:15:00;24.23;37.68;5.25;6.25;397.93;
2021-11-16 17:10:00;24.16;37.79;5.63;6.63;400.45;
2021-11-16 17:05:00;24.05;37.56;6.71;7.71;375.44;
2021-11-16 17:00:00;23.98;37.43;6.00;7.00;360.38;
2021-11-16 16:55:00;23.88;37.27;6.25;7.25;336.92;
2021-11-16 16:50:00;23.79;37.07;6.14;7.14;328.29;
2021-11-16 16:45:00;23.66;36.73;6.50;7.50;274.19;
2021-11-16 16:40:00;23.55;36.21;7.88;8.88;245.54;
2021-11-16 16:35:00;23.48;35.37;7.71;8.71;186.37;
2021-11-16 16:30:00;23.45;34.63;8.88;9.88;152.45;
2021-11-16 16:25:00;23.49;35.53;11.29;12.29;212.48;
2021-11-16 16:20:00;23.50;35.42;12.13;13.13;217.37;
2021-11-16 16:15:00;23.53;35.77;16.75;17.75;233.47;
2021-11-16 16:10:00;23.62;36.17;19.57;20.71;269.92;
2021-11-16 16:05:00;23.65;36.78;21.38;22.38;301.74;
2021-11-16 16:00:00;23.69;37.26;23.50;24.75;304.20;
2021-11-16 15:55:00;23.67;37.19;25.43;27.14;313.11;
2021-11-16 15:50:00;23.70;37.75;28.88;30.75;349.22;
2021-11-16 15:45:00;23.71;37.92;24.13;25.38;334.34;
2021-11-16 15:40:00;23.76;37.85;20.86;22.00;345.38;
2021-11-16 15:35:00;23.85;37.73;17.25;18.25;346.68;
2021-11-16 15:30:00;23.88;37.65;13.38;14.38;337.99;
2021-11-16 15:25:00;23.94;37.55;13.57;14.57;363.40;
2021-11-16 15:20:00;24.02;37.83;12.25;13.25;409.25;
2021-11-16 15:15:00;24.11;38.08;11.13;12.13;445.52;
2021-11-16 15:10:00;24.14;38.63;10.29;11.29;527.58;
2021-11-16 15:05:00;24.14;39.53;9.75;10.75;590.70;
2021-11-16 15:00:00;24.13;40.14;7.88;8.88;686.23;
2021-11-16 14:55:00;24.13;40.16;6.57;7.57;698.38;
2021-11-16 14:50:00;24.15;39.81;6.50;7.50;706.17;
2021-11-16 14:45:00;24.15;39.69;6.57;7.57;701.00;
2021-11-16 14:40:00;24.16;39.63;6.38;7.38;711.23;
2021-11-16 14:35:00;24.23;39.51;5.50;6.50;731.06;
2021-11-16 14:30:00;24.28;39.45;5.43;6.43;753.21;
2021-11-16 14:25:00;24.31;39.42;6.00;7.00;753.90;
2021-11-16 14:20:00;24.31;39.42;5.38;6.38;754.13;
2021-11-16 14:15:00;24.33;39.34;6.00;7.00;760.86;
2021-11-16 14:10:00;24.38;39.34;5.75;6.75;759.14;
2021-11-16 14:05:00;24.42;39.15;5.50;6.50;747.78;
2021-11-16 14:00:00;24.41;39.00;5.71;6.71;719.29;
2021-11-16 13:55:00;24.41;38.78;6.50;7.50;680.83;
2021-11-16 13:50:00;24.42;38.74;7.50;8.50;697.34;
2021-11-16 13:45:00;24.47;38.70;8.14;9.14;692.38;
2021-11-16 13:40:00;24.50;38.70;7.00;8.00;716.53;
2021-11-16 13:35:00;24.54;38.59;8.13;9.13;706.80;
2021-11-16 13:30:00;24.57;38.73;7.71;8.71;745.99;
2021-11-16 13:25:00;24.57;39.12;7.50;8.50;777.78;
2021-11-16 13:20:00;24.54;39.29;8.14;9.14;774.65;
2021-11-16 13:15:00;24.50;39.17;7.63;8.63;771.28;
2021-11-16 13:10:00;24.43;39.28;8.38;9.38;770.04;
2021-11-16 13:05:00;24.43;39.07;8.14;9.14;743.92;
2021-11-16 13:00:00;24.36;39.37;7.00;8.00;770.38;
2021-11-16 12:35:00;23.98;39.25;5.43;6.43;726.23;
